supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
Chino  City of,4/15/2017,98.8,South Coast,1228.56,1328.19,AF," 74,639 ", 55 
Chino  City of,3/15/2017,58.1,South Coast,964.75,1115.14,AF," 73,683 ", 42 
Chino  City of,2/15/2017,59.8,South Coast,654.46,819.7,AF," 74,639 ", 59 
Chino  City of,1/15/2017,76.0,South Coast,748.56,891.92,AF," 74,639 ", 72 
Chino  City of,12/15/2016,71.4,South Coast,853.72,1031.98,AF," 74,639 ", 59 
Chino  City of,11/15/2016,86.0,South Coast,1074.71,1207.34,AF," 74,639 ", 55 
Chino  City of,10/15/2016,124.0,South Coast,1207.9,1433.04,AF," 74,639 ", 73 
Chino  City of,9/15/2016,119.6,South Coast,1333.79,1554.28,AF," 74,639 ", 62 
Chino  City of,8/15/2016,106.1,South Coast,1480.33,1693.45,AF," 74,639 ", 51 
Chino  City of,7/15/2016,102.0,South Coast,1423.39,1677.22,AF," 74,639 ", 51 
Chino  City of,6/15/2016,92.2,South Coast,1309.61,1629.59,AF," 74,639 ", 48 
Chino  City of,5/15/2016,96.7,South Coast,1179.34,1449.63,AF," 78,073 ", 61 
Chino  City of,4/15/2016,67.3,South Coast,1033.96,1328.19,AF," 78,073 ", 47 
Chino  City of,3/15/2016,62.1,South Coast,872.03,1115.14,AF," 78,073 ", 53 
Chino  City of,2/15/2016,78.3,South Coast,878.83,819.7,AF," 78,073 ", 62 
Chino  City of,1/15/2016,61.3,South Coast,730.17,891.92,AF," 78,073 ", 62 
Chino  City of,12/15/2015,90.5,South Coast,929.64,1031.98,AF," 78,073 ", 72 
Chino  City of,11/15/2015,100.4,South Coast,1019.64,1207.34,AF," 78,073 ", 71 
Chino  City of,10/15/2015,81.8,South Coast,1184.87,1433.04,AF," 78,073 ", 51 
Chino  City of,9/15/2015,93.3,South Coast,1183.21,1554.28,AF," 78,073 ", 57 
Chino  City of,8/15/2015,109.1,South Coast,1281.78,1693.45,AF," 78,073 ", 63 
Chino  City of,7/15/2015,88.7,South Coast,1247.07,1677.22,AF," 78,073 ", 53 
Chino  City of,6/15/2015,98.7,South Coast,1251.38,1629.59,AF," 78,073 ", 57 
Chino  City of,5/15/2015,84.7,South Coast,1066.61,1449.63,AF," 78,073 ", 59 
Chino  City of,4/15/2015,83.7,South Coast,1280.32,1328.19,AF," 78,073 ", 47 
Chino  City of,3/15/2015,69.2,South Coast,1118.1,1115.14,AF," 78,073 ", 46 
Chino  City of,2/15/2015,90.2,South Coast,917.25,819.7,AF," 78,073 ", 66 
Chino  City of,1/15/2015,62.2,South Coast,888.86,891.92,AF," 76,618 ", 51 
Chino  City of,12/15/2014,74.6,South Coast,780.1,1031.98,AF," 76,618 ", 70 
Chino  City of,11/15/2014,120.0,South Coast,1143.59,1207.34,AF," 76,618 ", 74 
Chino  City of,10/15/2014,104.4,South Coast,1343.96,1433.04,AF," 76,618 ", 57 
Chino  City of,9/15/2014,147.6,South Coast,1477.61,1554.28,AF," 76,618 ", 70 
Chino  City of,8/15/2014,114.8,South Coast,1632.43,1693.45,AF," 76,618 ", 51 
Chino  City of,7/15/2014,118.5,South Coast,1629.51,1677.22,AF," 76,618 ", 53 
Chino  City of,6/15/2014,143.4,South Coast,1579.99,1629.59,AF," 76,618 ", 64 
South Tahoe Public Utilities District,11/15/2018,41.9,North Lahontan,101.6,98.64,MG," 33,124 ", 41 
South Tahoe Public Utilities District,10/15/2018,67.6,North Lahontan,136.12,140.47,MG," 33,124 ", 51 
South Tahoe Public Utilities District,9/15/2018,104.7,North Lahontan,226.159,223.84,MG," 33,124 ", 46 
South Tahoe Public Utilities District,8/15/2018,116.6,North Lahontan,272,273,MG," 33,124 ", 44 
South Tahoe Public Utilities District,7/15/2018,112.9,North Lahontan,276,279,MG," 33,124 ", 42 
South Tahoe Public Utilities District,6/15/2018,122.3,North Lahontan,225,240,MG," 33,124 ", 54 
South Tahoe Public Utilities District,5/15/2018,83.2,North Lahontan,152.57,198,MG," 33,124 ", 56 
South Tahoe Public Utilities District,4/15/2018,47.7,North Lahontan,96.7,114,MG," 33,124 ", 49 
South Tahoe Public Utilities District,3/15/2018,38.2,North Lahontan,106.034,104,MG," 33,124 ", 37 
South Tahoe Public Utilities District,2/15/2018,37.4,North Lahontan,105.196,107,MG," 33,124 ", 33 
South Tahoe Public Utilities District,1/15/2018,43.7,North Lahontan,112.072,138,MG," 33,124 ", 40 
South Tahoe Public Utilities District,12/15/2017,53.6,North Lahontan,122.334,144,MG," 33,124 ", 45 
South Tahoe Public Utilities District,11/15/2017,38.5,North Lahontan,91,99,MG," 33,124 ", 42 
South Tahoe Public Utilities District,10/15/2017,62.0,North Lahontan,124.88,140,MG," 33,124 ", 51 
South Tahoe Public Utilities District,9/15/2017,82.7,North Lahontan,178.737,234,MG," 33,124 ", 46 
South Tahoe Public Utilities District,8/15/2017,106.5,North Lahontan,248.5,273,MG," 33,124 ", 44 
South Tahoe Public Utilities District,7/15/2017,116.3,North Lahontan,284.406,284.7,MG," 33,124 ", 42 
South Tahoe Public Utilities District,6/15/2017,125.2,North Lahontan,230.402,240,MG," 33,124 ", 54 
South Tahoe Public Utilities District,5/15/2017,79.7,North Lahontan,146.1,198,MG," 33,124 ", 56 
South Tahoe Public Utilities District,4/15/2017,52.9,North Lahontan,93.9,114,MG," 33,124 ", 56 
South Tahoe Public Utilities District,3/15/2017,37.4,North Lahontan,103.88,104,MG," 33,124 ", 37 
South Tahoe Public Utilities District,2/15/2017,33.7,North Lahontan,94.6,107,MG," 33,124 ", 33 
South Tahoe Public Utilities District,1/15/2017,43.6,North Lahontan,111.9,138,MG," 33,124 ", 40 
South Tahoe Public Utilities District,12/15/2016,53.0,North Lahontan,129.67,144.4,MG," 33,124 ", 42 
South Tahoe Public Utilities District,11/15/2016,39.7,North Lahontan,96.112,98.6,MG," 33,124 ", 41 
South Tahoe Public Utilities District,10/15/2016,60.9,North Lahontan,120.33,140,MG," 33,124 ", 52 
South Tahoe Public Utilities District,9/15/2016,92.9,North Lahontan,205.2,223.84,MG," 33,124 ", 45 
South Tahoe Public Utilities District,8/15/2016,105.1,North Lahontan,256.9,272.77,MG," 33,124 ", 42 
South Tahoe Public Utilities District,7/15/2016,107.4,North Lahontan,262.57,284.77,MG," 33,124 ", 42 
South Tahoe Public Utilities District,6/15/2016,109.3,North Lahontan,208.86,239.52,MG," 33,124 ", 52 
South Tahoe Public Utilities District,5/15/2016,66.0,North Lahontan,125.55,198.22,MG," 33,124 ", 54 
South Tahoe Public Utilities District,4/15/2016,40.5,North Lahontan,91.384,110.98,MG," 33,124 ", 44 
South Tahoe Public Utilities District,3/15/2016,35.2,North Lahontan,97.706,97.65,MG," 33,124 ", 37 
South Tahoe Public Utilities District,2/15/2016,32.8,North Lahontan,92.67,107,MG," 33,124 ", 34 
South Tahoe Public Utilities District,1/15/2016,41.4,North Lahontan,103.65,138,MG," 33,124 ", 41 
South Tahoe Public Utilities District,12/15/2015,50.6,North Lahontan,123.6,144,MG," 33,124 ", 42 
South Tahoe Public Utilities District,11/15/2015,44.1,North Lahontan,101.924,98.64,MG," 33,124 ", 43 
South Tahoe Public Utilities District,10/15/2015,65.8,North Lahontan,129.9,140,MG," 33,124 ", 52 
South Tahoe Public Utilities District,9/15/2015,85.3,North Lahontan,188.4,223.8,MG," 33,124 ", 45 
South Tahoe Public Utilities District,8/15/2015,88.1,North Lahontan,215.303,273,MG," 33,124 ", 42 
South Tahoe Public Utilities District,7/15/2015,84.4,North Lahontan,206.452,285,MG," 33,124 ", 42 
South Tahoe Public Utilities District,6/15/2015,98.1,North Lahontan,180.534,239.5,MG," 33,124 ", 54 
South Tahoe Public Utilities District,5/15/2015,67.9,North Lahontan,129.1,198.2,MG," 33,124 ", 54 
South Tahoe Public Utilities District,4/15/2015,45.1,North Lahontan,101.9,114,MG," 33,124 ", 44 
South Tahoe Public Utilities District,3/15/2015,34.2,North Lahontan,97.6,104,MG," 33,124 ", 36 
South Tahoe Public Utilities District,2/15/2015,36.2,North Lahontan,98.8,106.5,MG," 33,124 ", 34 
South Tahoe Public Utilities District,1/15/2015,51.6,North Lahontan,129.2,138,MG," 33,124 ", 41 
South Tahoe Public Utilities District,12/15/2014,47.7,North Lahontan,116.5,144.4,MG," 33,124 ", 42 
South Tahoe Public Utilities District,11/15/2014,42.1,North Lahontan,97.3,98.5,MG," 33,124 ", 43 
South Tahoe Public Utilities District,10/15/2014,71.9,North Lahontan,142,140.5,MG," 33,124 ", 52 
South Tahoe Public Utilities District,9/15/2014,95.9,North Lahontan,211.7,223.8,MG," 33,124 ", 45 
South Tahoe Public Utilities District,8/15/2014,98.5,North Lahontan,240.7,272.8,MG," 33,124 ", 42 
South Tahoe Public Utilities District,7/15/2014,114.0,North Lahontan,278.6,284.7,MG," 33,124 ", 42 
South Tahoe Public Utilities District,6/15/2014,130.3,North Lahontan,249,240,MG," 33,124 ", 52 
Hi-Desert Water District,11/15/2018,66.6,Colorado River,200.21,209.75,AF," 25,132 ", 77 
Hi-Desert Water District,10/15/2018,74.0,Colorado River,223.24,244.28,AF," 25,132 ", 79 
Hi-Desert Water District,9/15/2018,89.7,Colorado River,283.25,269.89,AF," 25,132 ", 73 
Hi-Desert Water District,8/15/2018,83.7,Colorado River,309.61,326.03,AF," 25,132 ", 65 
Hi-Desert Water District,7/15/2018,88.5,Colorado River,305.46,337.54,AF," 25,132 ", 69 
Hi-Desert Water District,6/15/2018,81.1,Colorado River,301.62,320.4,AF," 25,132 ", 62 
Hi-Desert Water District,4/15/2018,63.7,Colorado River,231.88,241.56,AF," 25,132 ", 64 
Hi-Desert Water District,3/15/2018,55.2,Colorado River,192.25,223.08,AF," 25,132 ", 69 
Hi-Desert Water District,2/15/2018,59.9,Colorado River,175.24,175.6,AF," 25,132 ", 74 
Hi-Desert Water District,1/15/2018,59.6,Colorado River,186.18,204.53,AF," 25,132 ", 77 
Hi-Desert Water District,12/15/2017,60.9,Colorado River,200.65,202.31,AF," 24,926 ", 72 
Hi-Desert Water District,11/15/2017,69.0,Colorado River,200.85,209.75,AF," 24,926 ", 79 
Hi-Desert Water District,10/15/2017,70.0,Colorado River,241.45,244.28,AF," 24,926 ", 69 
Hi-Desert Water District,9/15/2017,81.5,Colorado River,260.61,269.89,AF," 24,926 ", 72 
Hi-Desert Water District,8/15/2017,88.0,Colorado River,297.26,326.03,AF," 24,926 ", 70 
Hi-Desert Water District,7/15/2017,95.1,Colorado River,324.53,337.54,AF," 24,926 ", 69 
Hi-Desert Water District,6/15/2017,79.1,Colorado River,299.42,320.4,AF," 24,926 ", 61 
Hi-Desert Water District,5/15/2017,68.6,Colorado River,266,285.41,AF," 25,132 ", 62 
Hi-Desert Water District,4/15/2017,64.2,Colorado River,220.86,241.56,AF," 24,926 ", 67 
Hi-Desert Water District,3/15/2017,60.3,Colorado River,200.3,223.08,AF," 24,926 ", 71 
Hi-Desert Water District,2/15/2017,62.5,Colorado River,157.57,175.6,AF," 24,926 ", 85 
Hi-Desert Water District,1/15/2017,55.2,Colorado River,167.96,204.53,AF," 24,926 ", 78 
Hi-Desert Water District,12/15/2016,57.3,Colorado River,192.86,202.31,AF," 24,722 ", 70 
Hi-Desert Water District,11/15/2016,63.5,Colorado River,206.36,209.75,AF," 24,722 ", 70 
Hi-Desert Water District,10/15/2016,68.7,Colorado River,235.97,244.28,AF," 24,601 ", 68 
Hi-Desert Water District,9/15/2016,91.6,Colorado River,278.46,269.89,AF," 24,725 ", 75 
Hi-Desert Water District,8/15/2016,85.3,Colorado River,342.26,326.03,AF," 24,725 ", 59 
Hi-Desert Water District,7/15/2016,97.0,Colorado River,329.92,337.54,AF," 24,725 ", 69 
Hi-Desert Water District,6/15/2016,79.7,Colorado River,299.53,320.4,AF," 24,725 ", 61 
Hi-Desert Water District,5/15/2016,59.9,Colorado River,243.05,285.41,AF," 24,725 ", 58 
Hi-Desert Water District,4/15/2016,68.9,Colorado River,212.28,241.56,AF," 24,722 ", 74 
Hi-Desert Water District,3/15/2016,58.4,Colorado River,212.67,223.08,AF," 23,760 ", 62 
Hi-Desert Water District,2/15/2016,54.5,Colorado River,180.76,175.6,AF," 23,760 ", 64 
Hi-Desert Water District,1/15/2016,61.5,Colorado River,181.11,204.53,AF," 23,760 ", 77 
Hi-Desert Water District,12/15/2015,60.0,Colorado River,193.06,202.31,AF," 23,760 ", 70 
Hi-Desert Water District,11/15/2015,64.3,Colorado River,200.06,209.75,AF," 23,760 ", 70 
Hi-Desert Water District,10/15/2015,71.9,Colorado River,231.99,244.28,AF," 23,760 ", 70 
Hi-Desert Water District,9/15/2015,90.5,Colorado River,258.79,269.89,AF," 23,760 ", 77 
Hi-Desert Water District,8/15/2015,82.7,Colorado River,312.62,326.03,AF," 23,760 ", 60 
Hi-Desert Water District,7/15/2015,97.0,Colorado River,290.97,337.54,AF," 23,760 ", 75 
Hi-Desert Water District,6/15/2015,78.0,Colorado River,281.32,320.4,AF," 23,760 ", 61 
Hi-Desert Water District,5/15/2015,70.4,Colorado River,249.14,285.41,AF," 23,760 ", 64 
Hi-Desert Water District,4/15/2015,75.2,Colorado River,232.82,241.56,AF," 23,760 ", 71 
Hi-Desert Water District,3/15/2015,57.3,Colorado River,216.86,223.08,AF," 23,760 ", 60 
Hi-Desert Water District,2/15/2015,58.7,Colorado River,177.54,175.6,AF," 24,601 ", 70 
Hi-Desert Water District,1/15/2015,61.3,Colorado River,192.78,204.53,AF," 24,601 ", 74 
Hi-Desert Water District,12/15/2014,58.3,Colorado River,196.19,202.31,AF," 24,601 ", 70 
Hi-Desert Water District,11/15/2014,68.5,Colorado River,221.1,209.75,AF," 24,601 ", 70 
Hi-Desert Water District,10/15/2014,74.5,Colorado River,255.29,244.28,AF," 24,601 ", 68 
Hi-Desert Water District,9/15/2014,85.2,Colorado River,272.22,269.89,AF," 24,601 ", 71 
Hi-Desert Water District,8/15/2014,93.8,Colorado River,301.96,326.03,AF," 24,601 ", 73 
Hi-Desert Water District,7/15/2014,91.7,Colorado River,330.44,337.54,AF," 24,601 ", 65 
Hi-Desert Water District,6/15/2014,87.7,Colorado River,302.2,320.39,AF," 24,601 ", 66 
"Soledad, City of",11/15/2018,79.5,Central Coast,58663000,54145000,G," 16,729 ", 68 
"Soledad, City of",10/15/2018,82.6,Central Coast,63972000,69215000,G," 16,729 ", 67 
"Soledad, City of",9/15/2018,88.9,Central Coast,68626000,73812000,G," 16,729 ", 65 
"Soledad, City of",8/15/2018,108.4,Central Coast,77006000,102206000,G," 16,729 ", 73 
"Soledad, City of",7/15/2018,95.7,Central Coast,67954000,83430000,G," 16,729 ", 73 
"Soledad, City of",6/15/2018,97.7,Central Coast,66259000,81278000,G," 16,729 ", 74 
"Soledad, City of",5/15/2018,86.0,Central Coast,63694000,78389000,G," 16,729 ", 70 
"Soledad, City of",4/15/2018,59.9,Central Coast,42372000,70088000,G," 16,729 ", 71 
"Soledad, City of",3/15/2018,52.9,Central Coast,39756000,60149000,G," 16,729 ", 69 
"Soledad, City of",2/15/2018,67.5,Central Coast,44534000,41770000,G," 16,729 ", 71 
"Soledad, City of",1/15/2018,66.9,Central Coast,44484000,40438000,G," 16,729 ", 78 
"Soledad, City of",12/15/2017,64.2,Central Coast,47590000,50292000,G," 16,729 ", 70 
"Soledad, City of",11/15/2017,83.5,Central Coast,55881000,65109400,G," 16,729 ", 75 
"Soledad, City of",10/15/2017,89.3,Central Coast,65259000,69215000,G," 16,729 ", 71 
"Soledad, City of",9/15/2017,102.5,Central Coast,70489000,73811000,G," 16,729 ", 73 
"Soledad, City of",8/15/2017,97.5,Central Coast,72219000,78125800,G," 16,729 ", 70 
"Soledad, City of",7/15/2017,101.6,Central Coast,72207000,83430000,G," 16,729 ", 73 
"Soledad, City of",6/15/2017,103.5,Central Coast,70221000,81792000,G," 16,729 ", 74 
"Soledad, City of",5/15/2017,113.2,Central Coast,69911000,80199800,G," 16,729 ", 84 
"Soledad, City of",4/15/2017,83.3,Central Coast,54264700,76283700,G," 16,729 ", 77 
"Soledad, City of",3/15/2017,57.7,Central Coast,42149200,64378200,G," 16,729 ", 71 
"Soledad, City of",2/15/2017,64.3,Central Coast,32056500,47628000,G," 16,729 ", 94 
"Soledad, City of",1/15/2017,57.1,Central Coast,36559200,42607700,G," 16,729 ", 81 
"Soledad, City of",12/15/2016,55.0,Central Coast,40357700,49953700,G," 16,729 ", 71 
"Soledad, City of",11/15/2016,70.3,Central Coast,49726500,65109400,G," 16,729 ", 71 
"Soledad, City of",10/15/2016,80.7,Central Coast,60649200,66392300,G," 16,729 ", 69 
"Soledad, City of",9/15/2016,86.7,Central Coast,65902400,77136000,G," 16,729 ", 66 
"Soledad, City of",8/15/2016,87.8,Central Coast,67958100,80688000,G," 16,729 ", 67 
"Soledad, City of",7/15/2016,89.1,Central Coast,66611600,81792200,G," 16,729 ", 69 
"Soledad, City of",6/15/2016,86.8,Central Coast,66013500,80119800,G," 16,729 ", 66 
"Soledad, City of",5/15/2016,82.4,Central Coast,58221200,76282700,G," 16,729 ", 73 
"Soledad, City of",4/15/2016,64.1,Central Coast,44444100,64378200,G," 16,729 ", 72 
"Soledad, City of",3/15/2016,59.5,Central Coast,38104900,47628600,G," 16,741 ", 81 
"Soledad, City of",2/15/2016,51.0,Central Coast,35375500,42607700,G," 16,729 ", 70 
"Soledad, City of",1/15/2016,54.0,Central Coast,34560000,51495400,G," 16,729 ", 81 
"Soledad, City of",12/15/2015,54.9,Central Coast,36986000,49953700,G," 16,729 ", 77 
"Soledad, City of",11/15/2015,67.3,Central Coast,49644500,65109400,G," 16,729 ", 68 
"Soledad, City of",10/15/2015,86.1,Central Coast,58017100,66392300,G," 16,729 ", 77 
"Soledad, City of",9/15/2015,102.5,Central Coast,66799300,77136000,G," 16,729 ", 77 
"Soledad, City of",8/15/2015,98.0,Central Coast,65978900,80688000,G," 16,729 ", 77 
"Soledad, City of",7/15/2015,97.3,Central Coast,65501900,81792200,G," 16,729 ", 77 
"Soledad, City of",6/15/2015,90.5,Central Coast,59003372,80119800,G," 16,729 ", 77 
"Soledad, City of",5/15/2015,83.2,Central Coast,56067900,76282700,G," 16,729 ", 77 
"Soledad, City of",4/15/2015,98.8,Central Coast,64378200,70137900,G," 16,729 ", 77 
"Soledad, City of",3/15/2015,73.0,Central Coast,54097700,60149200,G," 16,729 ", 70 
"Soledad, City of",2/15/2015,71.7,Central Coast,43030700,41688100,G," 16,729 ", 78 
"Soledad, City of",1/15/2015,55.8,Central Coast,38136200,54072000,G," 16,729 ", 76 
"Soledad, City of",12/15/2014,57.8,Central Coast,38936400,50228100,G," 16,729 ", 77 
"Soledad, City of",11/15/2014,73.4,Central Coast,47223400,54569700,G," 16,729 ", 78 
"Soledad, City of",10/15/2014,111.9,Central Coast,65219700,70382800,G," 16,729 ", 89 
"Soledad, City of",9/15/2014,101.2,Central Coast,65963900,68827000,G," 16,729 ", 77 
"Soledad, City of",8/15/2014,121.8,Central Coast,76115400,78125800,G," 16,729 ", 83 
"Soledad, City of",7/15/2014,126.4,Central Coast,78998100,82211400,G," 16,729 ", 83 
"Soledad, City of",6/15/2014,129.3,Central Coast,78161700,81466400,G," 16,729 ", 83 
North Marin Water District,11/15/2018,75.6,San Francisco Bay,170,229,MG," 61,470 ", 82 
North Marin Water District,10/15/2018,114.5,San Francisco Bay,266,313,MG," 61,470 ", 82 
North Marin Water District,9/15/2018,113.4,San Francisco Bay,255,332,MG," 61,470 ", 82 
North Marin Water District,8/15/2018,129.5,San Francisco Bay,301,360,MG," 61,470 ", 82 
North Marin Water District,7/15/2018,146.7,San Francisco Bay,341,385,MG," 61,470 ", 82 
North Marin Water District,6/15/2018,131.2,San Francisco Bay,295,357,MG," 61,470 ", 82 
North Marin Water District,5/15/2018,95.1,San Francisco Bay,221,346,MG," 61,470 ", 82 
North Marin Water District,4/15/2018,76.5,San Francisco Bay,172,240,MG," 61,470 ", 82 
North Marin Water District,3/15/2018,52.1,San Francisco Bay,121,211,MG," 61,470 ", 82 
North Marin Water District,2/15/2018,60.5,San Francisco Bay,127,148,MG," 61,470 ", 82 
North Marin Water District,1/15/2018,69.5,San Francisco Bay,161,151,MG," 61,299 ", 82 
North Marin Water District,12/15/2017,59.1,San Francisco Bay,137,182,MG," 61,299 ", 82 
North Marin Water District,11/15/2017,67.8,San Francisco Bay,152,229,MG," 61,299 ", 82 
North Marin Water District,10/15/2017,116.9,San Francisco Bay,271,313,MG," 61,299 ", 82 
North Marin Water District,9/15/2017,147.1,San Francisco Bay,330,332,MG," 61,299 ", 82 
North Marin Water District,8/15/2017,116.1,San Francisco Bay,269,360,MG," 61,299 ", 82 
North Marin Water District,7/15/2017,147.6,San Francisco Bay,342,385,MG," 61,299 ", 82 
North Marin Water District,6/15/2017,114.6,San Francisco Bay,257,357,MG," 61,299 ", 82 
North Marin Water District,5/15/2017,95.4,San Francisco Bay,221,346,MG," 61,299 ", 82 
North Marin Water District,4/15/2017,65.0,San Francisco Bay,145.7,240,MG," 61,299 ", 82 
North Marin Water District,3/15/2017,70.2,San Francisco Bay,162.7,211,MG," 61,299 ", 82 
North Marin Water District,2/15/2017,63.6,San Francisco Bay,133.2,148,MG," 61,299 ", 82 
North Marin Water District,1/15/2017,61.7,San Francisco Bay,143,151,MG," 61,299 ", 82 
North Marin Water District,12/15/2016,76.0,San Francisco Bay,176.15,182,MG," 61,299 ", 82 
North Marin Water District,11/15/2016,59.6,San Francisco Bay,133.63,229,MG," 61,299 ", 82 
North Marin Water District,10/15/2016,121.8,San Francisco Bay,282.3,313,MG," 61,299 ", 82 
North Marin Water District,9/15/2016,129.5,San Francisco Bay,290.5,332,MG," 61,299 ", 82 
North Marin Water District,8/15/2016,135.3,San Francisco Bay,313.6,360,MG," 61,299 ", 82 
North Marin Water District,7/15/2016,135.6,San Francisco Bay,314.3,385,MG," 61,299 ", 82 
North Marin Water District,6/15/2016,144.9,San Francisco Bay,324.9,357,MG," 61,299 ", 82 
North Marin Water District,5/15/2016,86.1,San Francisco Bay,199.6,346,MG," 61,299 ", 82 
North Marin Water District,4/15/2016,67.6,San Francisco Bay,151.7,240,MG," 61,299 ", 82 
