supplier,month,gpcd,region, production , production2013 ,units,population,percent_residential
Bella Vista Water District,6/15/2014,330.9,Sacramento River,1117,1954,AF," 16,500 ", 45 
Covina  City of ,11/15/2018,107.0,South Coast,424.07,453.37,AF," 33,300 ", 77 
Covina  City of ,10/15/2018,110.0,South Coast,464.33,539.23,AF," 33,300 ", 75 
Covina  City of ,9/15/2018,130.9,South Coast,520.6,601.72,AF," 33,300 ", 77 
Covina  City of ,8/15/2018,138.8,South Coast,584.2,629.83,AF," 33,300 ", 75 
Covina  City of ,7/15/2018,135.7,South Coast,558.59,605,AF," 33,300 ", 77 
Covina  City of ,6/15/2018,120.0,South Coast,490,579.11,AF," 33,300 ", 75 
Covina  City of ,5/15/2018,102.1,South Coast,425.03,547.75,AF," 33,300 ", 76 
Covina  City of ,4/15/2018,98.6,South Coast,405.51,474,AF," 33,300 ", 75 
Covina  City of ,3/15/2018,73.6,South Coast,309.92,449.83,AF," 33,300 ", 75 
Covina  City of ,2/15/2018,93.3,South Coast,347.83,352.58,AF," 33,300 ", 77 
Covina  City of ,1/15/2018,87.9,South Coast,356.42,370.35,AF," 33,000 ", 77 
Covina  City of ,12/15/2017,89.8,South Coast,412.88,418.06,AF," 33,000 ", 68 
Covina  City of ,10/15/2017,118.8,South Coast,495.15,539.23,AF," 33,000 ", 75 
Covina  City of ,9/15/2017,123.3,South Coast,501.4,601.72,AF," 33,000 ", 75 
Covina  City of ,8/15/2017,126.6,South Coast,529.04,629.83,AF," 33,000 ", 75 
Covina  City of ,7/15/2017,133.2,South Coast,549.08,605,AF," 33,000 ", 76 
Covina  City of ,6/15/2017,118.6,South Coast,477.59,579.11,AF," 33,300 ", 76 
Covina  City of ,5/15/2017,106.4,South Coast,456.55,547.75,AF," 33,300 ", 74 
Covina  City of ,4/15/2017,102.8,South Coast,423.14,474,AF," 33,300 ", 75 
Covina  City of ,3/15/2017,76.9,South Coast,326.63,449.83,AF," 33,300 ", 75 
Covina  City of ,2/15/2017,64.4,South Coast,242.21,352.58,AF," 33,300 ", 76 
Covina  City of ,1/15/2017,67.9,South Coast,283.24,370.35,AF," 33,300 ", 76 
Covina  City of ,12/15/2016,77.3,South Coast,330.66,418.06,AF," 33,300 ", 74 
Covina  City of ,11/15/2016,98.6,South Coast,406.96,453.37,AF," 33,300 ", 74 
Covina  City of ,10/15/2016,105.7,South Coast,451.86,539.23,AF," 33,300 ", 74 
Covina  City of ,9/15/2016,119.6,South Coast,489.54,601.72,AF," 33,300 ", 75 
Covina  City of ,8/15/2016,124.0,South Coast,523.63,629.83,AF," 33,300 ", 75 
Covina  City of ,7/15/2016,122.1,South Coast,515.77,605,AF," 33,300 ", 75 
Covina  City of ,6/15/2016,114.1,South Coast,472.72,579.11,AF," 33,300 ", 74 
Covina  City of ,5/15/2016,89.0,South Coast,384.29,547.75,AF," 33,300 ", 73 
Covina  City of ,4/15/2016,85.7,South Coast,355.16,474,AF," 33,300 ", 74 
Covina  City of ,3/15/2016,72.9,South Coast,312.3,449.83,AF," 33,300 ", 74 
Covina  City of ,2/15/2016,82.2,South Coast,312.41,352.58,AF," 33,300 ", 78 
Covina  City of ,1/15/2016,75.5,South Coast,312.44,370.35,AF," 33,300 ", 77 
Covina  City of ,12/15/2015,84.6,South Coast,349,418.06,AF," 33,300 ", 77 
Covina  City of ,11/15/2015,92.4,South Coast,370.35,453.37,AF," 33,300 ", 77 
Covina  City of ,10/15/2015,104.2,South Coast,431.44,539.23,AF," 33,300 ", 77 
Covina  City of ,9/15/2015,108.3,South Coast,434.5,601.72,AF," 33,300 ", 76 
Covina  City of ,8/15/2015,114.9,South Coast,464.63,629.88,AF," 33,300 ", 78 
Covina  City of ,7/15/2015,111.1,South Coast,453.52,604.2,AF," 33,300 ", 78 
Covina  City of ,6/15/2015,111.8,South Coast,437.58,580.94,AF," 33,300 ", 78 
Covina  City of ,5/15/2015,100.0,South Coast,408.8,545.98,AF," 33,300 ", 77 
Covina  City of ,4/15/2015,104.3,South Coast,424.39,474.17,AF," 33,300 ", 75 
Covina  City of ,3/15/2015,90.7,South Coast,397.77,450.85,AF," 33,300 ", 72 
Covina  City of ,2/15/2015,95.0,South Coast,353.96,353.35,AF," 33,300 ", 77 
Covina  City of ,1/15/2015,76.2,South Coast,344.65,430.3,AF," 33,300 ", 70 
Covina  City of ,12/15/2014,91.4,South Coast,289.48,417.53,AF," 33,300 ", 100 
Covina  City of ,11/15/2014,154.3,South Coast,445.46,453.37,AF," 31,367 ", 100 
Covina  City of ,10/15/2014,175.6,South Coast,524.02,539.23,AF," 31,367 ", 100 
Covina  City of ,9/15/2014,150.4,South Coast,549.73,601.72,AF," 39,711 ", 100 
Covina  City of ,8/15/2014,154.5,South Coast,583.86,624.91,AF," 39,711 ", 100 
Covina  City of ,7/15/2014,159.0,South Coast,600.55,604.88,AF," 39,711 ", 100 
Covina  City of ,6/15/2014,160.3,South Coast,586.05,579.11,AF," 39,711 ", 100 
Del Oro Water Company,11/15/2018,80.8,Sacramento River,39843,46871,CCF," 9,546 ", 78 
Del Oro Water Company,10/15/2018,89.1,Sacramento River,38442,47799,CCF," 9,546 ", 92 
Del Oro Water Company,9/15/2018,109.7,Sacramento River,52671,77919,CCF," 9,546 ", 80 
Del Oro Water Company,8/15/2018,103.8,Sacramento River,48225,69785,CCF," 9,546 ", 85 
Del Oro Water Company,7/15/2018,101.2,Sacramento River,51457,65748,CCF," 9,546 ", 78 
Del Oro Water Company,6/15/2018,86.7,Sacramento River,41964,68293,CCF," 9,546 ", 79 
Del Oro Water Company,5/15/2018,57.9,Sacramento River,32332,56544,CCF," 9,546 ", 71 
Del Oro Water Company,4/15/2018,57.8,Sacramento River,30010,37679,CCF," 9,546 ", 74 
Del Oro Water Company,3/15/2018,53.4,Sacramento River,27114,29243,CCF," 9,546 ", 78 
Del Oro Water Company,2/15/2018,61.3,Sacramento River,30703,37217,CCF," 9,546 ", 71 
Del Oro Water Company,1/15/2018,55.6,Sacramento River,29022,41451,CCF," 9,546 ", 76 
Del Oro Water Company,12/15/2017,56.0,Sacramento River,26782,39043,CCF," 9,546 ", 83 
Del Oro Water Company,11/15/2017,79.5,Sacramento River,35845,46871,CCF," 9,546 ", 85 
Del Oro Water Company,10/15/2017,84.0,Sacramento River,40006,47799,CCF," 9,546 ", 83 
Del Oro Water Company,9/15/2017,117.2,Sacramento River,55446,77919,CCF," 9,546 ", 81 
Del Oro Water Company,8/15/2017,100.4,Sacramento River,48626,69785,CCF," 9,546 ", 82 
Del Oro Water Company,7/15/2017,102.4,Sacramento River,53372,65748,CCF," 9,546 ", 76 
Del Oro Water Company,6/15/2017,84.4,Sacramento River,40823,68293,CCF," 9,546 ", 79 
Del Oro Water Company,5/15/2017,49.9,Sacramento River,27281,56544,CCF," 9,546 ", 72 
Del Oro Water Company,4/15/2017,58.0,Sacramento River,33595,37679,CCF," 9,546 ", 66 
Del Oro Water Company,3/15/2017,46.7,Sacramento River,27748,29243,CCF," 9,546 ", 67 
Del Oro Water Company,2/15/2017,54.3,Sacramento River,30608,37217,CCF," 9,546 ", 63 
Del Oro Water Company,1/15/2017,56.8,Sacramento River,31793,41451,CCF," 9,546 ", 71 
Del Oro Water Company,12/15/2016,54.1,Sacramento River,27246,39043,CCF," 9,546 ", 79 
Del Oro Water Company,11/15/2016,57.2,Sacramento River,27193,46871,CCF," 9,546 ", 80 
Del Oro Water Company,10/15/2016,81.7,Sacramento River,41294,47799,CCF," 9,546 ", 78 
Del Oro Water Company,9/15/2016,99.4,Sacramento River,46664,77919,CCF," 9,546 ", 82 
Del Oro Water Company,8/15/2016,89.4,Sacramento River,43611,69785,CCF," 9,546 ", 81 
Del Oro Water Company,7/15/2016,82.1,Sacramento River,42135,65748,CCF," 9,546 ", 77 
Del Oro Water Company,6/15/2016,73.0,Sacramento River,37234,68293,CCF," 9,546 ", 75 
Del Oro Water Company,5/15/2016,55.3,Sacramento River,30143,56544,CCF," 9,615 ", 73 
Del Oro Water Company,4/15/2016,55.0,Sacramento River,27606,37679,CCF," 9,615 ", 77 
Del Oro Water Company,3/15/2016,46.1,Sacramento River,24735,29243,CCF," 9,615 ", 74 
Del Oro Water Company,2/15/2016,51.0,Sacramento River,29367,37217,CCF," 9,615 ", 65 
Del Oro Water Company,1/15/2016,51.0,Sacramento River,24799,41451,CCF," 9,615 ", 82 
Del Oro Water Company,12/15/2015,49.6,Sacramento River,26431,39043,CCF," 9,615 ", 75 
Del Oro Water Company,11/15/2015,65.7,Sacramento River,33084,46871,CCF," 9,615 ", 77 
Del Oro Water Company,10/15/2015,78.0,Sacramento River,34921,47799,CCF," 9,615 ", 89 
Del Oro Water Company,9/15/2015,84.7,Sacramento River,42786,77919,CCF," 9,615 ", 76 
Del Oro Water Company,8/15/2015,79.4,Sacramento River,39228,69785,CCF," 9,615 ", 81 
Del Oro Water Company,7/15/2015,88.1,Sacramento River,42243,65748,CCF," 9,615 ", 83 
Del Oro Water Company,6/15/2015,68.4,Sacramento River,32158,68293,CCF," 9,615 ", 82 
Del Oro Water Company,5/15/2015,65.7,Sacramento River,33148,56544,CCF," 9,615 ", 79 
Del Oro Water Company,4/15/2015,71.8,Sacramento River,33379,37679,CCF," 9,615 ", 83 
Del Oro Water Company,3/15/2015,52.1,Sacramento River,28235,29243,CCF," 9,615 ", 73 
Del Oro Water Company,2/15/2015,61.3,Sacramento River,29916,37217,CCF," 9,615 ", 74 
Del Oro Water Company,1/15/2015,63.6,Sacramento River,31534,41451,CCF," 9,615 ", 80 
Del Oro Water Company,12/15/2014,53.6,Sacramento River,27470,39043,CCF," 9,615 ", 78 
Del Oro Water Company,11/15/2014,76.2,Sacramento River,37514,46871,CCF," 9,615 ", 78 
Del Oro Water Company,10/15/2014,95.3,Sacramento River,46861,47799,CCF," 9,615 ", 81 
Del Oro Water Company,9/15/2014,105.1,Sacramento River,50182,77919,CCF," 9,615 ", 81 
Del Oro Water Company,8/15/2014,120.9,Sacramento River,64630,69785,CCF," 9,615 ", 75 
Del Oro Water Company,7/15/2014,123.8,Sacramento River,63311,65748,CCF," 9,615 ", 78 
Del Oro Water Company,6/15/2014,108.7,Sacramento River,57714,68293,CCF," 9,615 ", 73 
Discovery Bay Community Services District,11/15/2018,100.6,San Joaquin River,62,83,MG," 15,608 ", 76 
Discovery Bay Community Services District,10/15/2018,124.2,San Joaquin River,79,114,MG," 15,589 ", 76 
Discovery Bay Community Services District,9/15/2018,146.0,San Joaquin River,96,131,MG," 15,562 ", 71 
Discovery Bay Community Services District,8/15/2018,169.7,San Joaquin River,112,151,MG," 15,540 ", 73 
Discovery Bay Community Services District,7/15/2018,173.1,San Joaquin River,119,157,MG," 15,523 ", 70 
Discovery Bay Community Services District,6/15/2018,151.9,San Joaquin River,107,143.3,MG," 15,501 ", 66 
Discovery Bay Community Services District,5/15/2018,139.6,San Joaquin River,93,143.3,MG," 15,474 ", 72 
Discovery Bay Community Services District,4/15/2018,72.1,San Joaquin River,53,99.8,MG," 15,439 ", 63 
Discovery Bay Community Services District,3/15/2018,66.9,San Joaquin River,41,84,MG," 15,420 ", 78 
Discovery Bay Community Services District,2/15/2018,82.2,San Joaquin River,46,57.7,MG," 15,385 ", 77 
Discovery Bay Community Services District,1/15/2018,70.7,San Joaquin River,41,53,MG," 15,342 ", 82 
Discovery Bay Community Services District,12/15/2017,83.1,San Joaquin River,47,66,MG," 15,328 ", 84 
Discovery Bay Community Services District,11/15/2017,85.7,San Joaquin River,48,83,MG," 15,306 ", 82 
Discovery Bay Community Services District,10/15/2017,139.6,San Joaquin River,87,114,MG," 15,276 ", 76 
Discovery Bay Community Services District,9/15/2017,163.5,San Joaquin River,104,131,MG," 15,265 ", 72 
Discovery Bay Community Services District,8/15/2017,183.3,San Joaquin River,122,151,MG," 15,246 ", 71 
Discovery Bay Community Services District,7/15/2017,196.5,San Joaquin River,127,157,MG," 15,221 ", 73 
Discovery Bay Community Services District,6/15/2017,183.6,San Joaquin River,113,144.8,MG," 15,178 ", 74 
Discovery Bay Community Services District,5/15/2017,163.1,San Joaquin River,105,143.3,MG," 15,164 ", 73 
Discovery Bay Community Services District,4/15/2017,99.8,San Joaquin River,56,99.8,MG," 15,150 ", 81 
Discovery Bay Community Services District,3/15/2017,79.7,San Joaquin River,44,84,MG," 15,139 ", 85 
Discovery Bay Community Services District,2/15/2017,68.6,San Joaquin River,33,57.7,MG," 15,125 ", 88 
Discovery Bay Community Services District,1/15/2017,76.8,San Joaquin River,40,53,MG," 15,117 ", 90 
Discovery Bay Community Services District,12/15/2016,86.5,San Joaquin River,45,66,MG," 15,109 ", 90 
Discovery Bay Community Services District,11/15/2016,97.4,San Joaquin River,49,83,MG," 15,095 ", 90 
Discovery Bay Community Services District,10/15/2016,131.6,San Joaquin River,75,114,MG," 15,079 ", 82 
Discovery Bay Community Services District,9/15/2016,178.9,San Joaquin River,105,131,MG," 15,068 ", 77 
Discovery Bay Community Services District,8/15/2016,191.2,San Joaquin River,119,151,MG," 15,057 ", 75 
Discovery Bay Community Services District,7/15/2016,215.3,San Joaquin River,127,149,MG," 15,030 ", 79 
Discovery Bay Community Services District,6/15/2016,192.9,San Joaquin River,110,145,MG," 15,019 ", 79 
Discovery Bay Community Services District,5/15/2016,138.2,San Joaquin River,88,143,MG," 14,995 ", 73 
Discovery Bay Community Services District,4/15/2016,114.7,San Joaquin River,62,99.8,MG," 14,949 ", 83 
Discovery Bay Community Services District,3/15/2016,63.5,San Joaquin River,42,84,MG," 14,933 ", 70 
Discovery Bay Community Services District,2/15/2016,80.2,San Joaquin River,39,58,MG," 14,925 ", 89 
Discovery Bay Community Services District,1/15/2016,75.1,San Joaquin River,39,53,MG," 14,906 ", 89 
Discovery Bay Community Services District,12/15/2015,82.0,San Joaquin River,43,66,MG," 14,893 ", 88 
Discovery Bay Community Services District,11/15/2015,99.1,San Joaquin River,52000000,83000000,G," 14,868 ", 85 
Discovery Bay Community Services District,10/15/2015,137.1,San Joaquin River,80,114,MG," 14,875 ", 79 
Discovery Bay Community Services District,9/15/2015,144.9,San Joaquin River,86,131,MG," 14,833 ", 75 
Discovery Bay Community Services District,8/15/2015,153.5,San Joaquin River,94,151,MG," 14,811 ", 75 
Discovery Bay Community Services District,7/15/2015,162.2,San Joaquin River,93,157,MG," 14,792 ", 80 
Discovery Bay Community Services District,6/15/2015,159.4,San Joaquin River,87,145,MG," 14,733 ", 81 
Discovery Bay Community Services District,5/15/2015,149.1,San Joaquin River,80,148,MG," 14,709 ", 85 
Discovery Bay Community Services District,4/15/2015,136.2,San Joaquin River,75,100,MG," 14,687 ", 80 
Discovery Bay Community Services District,3/15/2015,139.0,San Joaquin River,70,86,MG," 13,000 ", 80 
Discovery Bay Community Services District,2/15/2015,94.4,San Joaquin River,45,56,MG," 14,646 ", 86 
Discovery Bay Community Services District,1/15/2015,96.3,San Joaquin River,48,51,MG," 14,627 ", 91 
Discovery Bay Community Services District,12/15/2014,92.4,San Joaquin River,47,68,MG," 14,608 ", 89 
Discovery Bay Community Services District,11/15/2014,125.8,San Joaquin River,64,83,MG," 14,583 ", 86 
Discovery Bay Community Services District,10/15/2014,147.9,San Joaquin River,94,117,MG," 14,561 ", 71 
Discovery Bay Community Services District,9/15/2014,180.8,San Joaquin River,108,130,MG," 14,539 ", 73 
Discovery Bay Community Services District,8/15/2014,185.5,San Joaquin River,121,156,MG," 14,520 ", 69 
Discovery Bay Community Services District,7/15/2014,202.2,San Joaquin River,149,162,MG," 14,498 ", 61 
Discovery Bay Community Services District,6/15/2014,195.9,San Joaquin River,135,145,MG," 14,473 ", 63 
Fairfield  City of,11/15/2018,66.4,Sacramento River,508,489,MG," 112,140 ", 44 
Fairfield  City of,10/15/2018,79.9,Sacramento River,661,656,MG," 112,140 ", 42 
Fairfield  City of,9/15/2018,104.2,Sacramento River,701,742,MG," 112,140 ", 50 
Fairfield  City of,8/15/2018,100.2,Sacramento River,774,837,MG," 112,140 ", 45 
Fairfield  City of,7/15/2018,106.8,Sacramento River,790,849,MG," 112,140 ", 47 
Fairfield  City of,6/15/2018,98.0,Sacramento River,733,798,MG," 112,140 ", 45 
Fairfield  City of,5/15/2018,75.9,Sacramento River,600,756,MG," 112,140 ", 44 
Fairfield  City of,4/15/2018,67.4,Sacramento River,405,548,MG," 112,140 ", 56 
Fairfield  City of,3/15/2018,55.2,Sacramento River,362,510,MG," 110,065 ", 52 
Fairfield  City of,2/15/2018,57.9,Sacramento River,357,345,MG," 110,065 ", 50 
Fairfield  City of,1/15/2018,54.6,Sacramento River,339,330,MG," 110,065 ", 55 
Fairfield  City of,12/15/2017,53.1,Sacramento River,370,389,MG," 110,065 ", 49 
Fairfield  City of,11/15/2017,71.8,Sacramento River,416,489,MG," 110,065 ", 57 
Fairfield  City of,10/15/2017,92.8,Sacramento River,660,656,MG," 110,065 ", 48 
Fairfield  City of,9/15/2017,104.9,Sacramento River,737,742,MG," 110,065 ", 47 
Fairfield  City of,8/15/2017,101.7,Sacramento River,807,837,MG," 110,065 ", 43 
Fairfield  City of,7/15/2017,102.5,Sacramento River,795,849,MG," 110,065 ", 44 
Fairfield  City of,6/15/2017,98.8,Sacramento River,725,798,MG," 110,065 ", 45 
Fairfield  City of,5/15/2017,79.5,Sacramento River,631,756,MG," 110,065 ", 43 
Fairfield  City of,4/15/2017,60.8,Sacramento River,379,548,MG," 110,065 ", 53 
Fairfield  City of,3/15/2017,49.0,Sacramento River,358,510,MG," 108,392 ", 46 
Fairfield  City of,2/15/2017,57.7,Sacramento River,302,345,MG," 108,392 ", 58 
Fairfield  City of,1/15/2017,57.7,Sacramento River,346,330,MG," 108,392 ", 56 
Fairfield  City of,12/15/2016,56.3,Sacramento River,357,389,MG," 108,392 ", 53 
Fairfield  City of,11/15/2016,68.1,Sacramento River,363,489,MG," 108,392 ", 61 
Fairfield  City of,10/15/2016,87.2,Sacramento River,514,656,MG," 108,392 ", 57 
Fairfield  City of,9/15/2016,104.9,Sacramento River,669,742,MG," 108,392 ", 51 
Fairfield  City of,8/15/2016,106.3,Sacramento River,744,837,MG," 108,392 ", 48 
Fairfield  City of,7/15/2016,112.0,Sacramento River,738,849,MG," 108,392 ", 51 
Fairfield  City of,6/15/2016,102.2,Sacramento River,678,798,MG," 108,392 ", 49 
Fairfield  City of,5/15/2016,80.0,Sacramento River,572,756,MG," 108,392 ", 47 
Fairfield  City of,4/15/2016,66.8,Sacramento River,443,548,MG," 108,392 ", 49 
Fairfield  City of,3/15/2016,62.9,Sacramento River,344,510,MG," 107,540 ", 61 
Fairfield  City of,2/15/2016,62.0,Sacramento River,317,345,MG," 107,540 ", 61 
Fairfield  City of,1/15/2016,56.0,Sacramento River,322,330,MG," 107,540 ", 58 
Fairfield  City of,12/15/2015,57.4,Sacramento River,319,389,MG," 107,540 ", 60 
Fairfield  City of,11/15/2015,71.5,Sacramento River,372,489,MG," 107,540 ", 62 
Fairfield  City of,10/15/2015,101.6,Sacramento River,555,656,MG," 107,540 ", 61 
Fairfield  City of,9/15/2015,112.5,Sacramento River,595,742,MG," 107,540 ", 61 
Fairfield  City of,8/15/2015,92.3,Sacramento River,628,837,MG," 107,540 ", 49 
Fairfield  City of,7/15/2015,92.2,Sacramento River,615,849,MG," 107,540 ", 50 
Fairfield  City of,6/15/2015,90.6,Sacramento River,573,798,MG," 107,540 ", 51 
Fairfield  City of,5/15/2015,84.9,Sacramento River,524,756,MG," 107,540 ", 54 
Fairfield  City of,4/15/2015,76.4,Sacramento River,474,548,MG," 107,540 ", 52 
Fairfield  City of,3/15/2015,69.0,Sacramento River,442,510,MG," 105,392 ", 51 
Fairfield  City of,2/15/2015,63.6,Sacramento River,318,345,MG," 105,392 ", 59 
Fairfield  City of,1/15/2015,55.4,Sacramento River,335,330,MG," 105,392 ", 54 
Fairfield  City of,12/15/2014,59.5,Sacramento River,324,389,MG," 105,392 ", 60 
Fairfield  City of,11/15/2014,68.9,Sacramento River,389,489,MG," 105,392 ", 56 
Fairfield  City of,10/15/2014,92.0,Sacramento River,567,656,MG," 105,392 ", 53 
Fairfield  City of,9/15/2014,101.1,Sacramento River,639,742,MG," 105,392 ", 50 
Fairfield  City of,8/15/2014,97.5,Sacramento River,724,837,MG," 105,382 ", 44 
Fairfield  City of,7/15/2014,121.4,Sacramento River,793,849,MG," 105,382 ", 50 
Fairfield  City of,6/15/2014,125.7,Sacramento River,764,798,MG," 105,382 ", 52 
Fillmore  City of,10/15/2018,117.3,South Coast,55351000,71362889,G," 15,222 ", 100 
Fillmore  City of,9/15/2018,131.2,South Coast,59895000,77607265,G," 15,222 ", 100 
Fillmore  City of,8/15/2018,148.3,South Coast,69975000,81377753,G," 15,222 ", 100 
Fillmore  City of,7/15/2018,150.8,South Coast,71140000,86772603,G," 15,222 ", 100 
Fillmore  City of,6/15/2018,128.6,South Coast,58723000,79137021,G," 15,222 ", 100 
Fillmore  City of,4/15/2018,62.7,South Coast,28642000,61681710,G," 15,222 ", 100 
Fillmore  City of,3/15/2018,73.7,South Coast,34756000,56068104,G," 15,222 ", 100 
Fillmore  City of,2/15/2018,102.7,South Coast,43771000,45064780,G," 15,222 ", 100 
Fillmore  City of,1/15/2018,89.3,South Coast,42143000,45221718,G," 15,222 ", 100 
Fillmore  City of,12/15/2017,117.2,South Coast,55291000,54651386,G," 15,222 ", 100 
Fillmore  City of,11/15/2017,116.8,South Coast,53343000,56119941,G," 15,222 ", 100 
Fillmore  City of,10/15/2017,124.9,South Coast,58927000,71362889,G," 15,222 ", 100 
Fillmore  City of,9/15/2017,127.6,South Coast,58292000,77607265,G," 15,222 ", 100 
Fillmore  City of,8/15/2017,137.8,South Coast,65030000,81377753,G," 15,222 ", 100 
Fillmore  City of,7/15/2017,140.5,South Coast,66304000,86772603,G," 15,222 ", 100 
Fillmore  City of,5/15/2017,121.5,South Coast,57328000,74452605,G," 15,222 ", 100 
Fillmore  City of,4/15/2017,109.2,South Coast,49866000,61681710,G," 15,222 ", 100 
Fillmore  City of,3/15/2017,79.1,South Coast,37349000,56068104,G," 15,222 ", 100 
Fillmore  City of,2/15/2017,67.1,South Coast,28590000,45064780,G," 15,222 ", 100 
Fillmore  City of,1/15/2017,68.2,South Coast,32203000,45221718,G," 15,222 ", 100 
Fillmore  City of,12/15/2016,82.9,South Coast,39097000,54651386,G," 15,222 ", 100 
Fillmore  City of,11/15/2016,96.8,South Coast,44194000,56119941,G," 15,222 ", 100 
Fillmore  City of,10/15/2016,111.1,South Coast,52405000,71362889,G," 15,222 ", 100 
Fillmore  City of,9/15/2016,132.5,South Coast,60530000,77607265,G," 15,222 ", 100 
Fillmore  City of,8/15/2016,137.7,South Coast,64983000,81377753,G," 15,222 ", 100 
Fillmore  City of,7/15/2016,136.7,South Coast,64506000,86772603,G," 15,222 ", 100 
Fillmore  City of,6/15/2016,135.7,South Coast,61954000,79137021,G," 15,222 ", 100 
Fillmore  City of,5/15/2016,112.5,South Coast,53094000,74452605,G," 15,222 ", 100 
Fillmore  City of,4/15/2016,101.3,South Coast,46240000,61681710,G," 15,222 ", 100 
Fillmore  City of,3/15/2016,85.7,South Coast,40433000,56068104,G," 15,222 ", 100 
Fillmore  City of,2/15/2016,90.1,South Coast,39788000,45064780,G," 15,222 ", 100 
Fillmore  City of,1/15/2016,76.7,South Coast,36177000,45221718,G," 15,222 ", 100 
Fillmore  City of,12/15/2015,92.9,South Coast,43821000,54651386,G," 15,222 ", 100 
Fillmore  City of,11/15/2015,108.0,South Coast,49324000,56119941,G," 15,222 ", 100 
Fillmore  City of,10/15/2015,123.1,South Coast,58074000,71362889,G," 15,222 ", 100 
Fillmore  City of,9/15/2015,129.3,South Coast,59060000,77607265,G," 15,222 ", 100 
Fillmore  City of,8/15/2015,133.4,South Coast,62946000,81377753,G," 15,222 ", 100 
Fillmore  City of,7/15/2015,121.6,South Coast,57359000,86772603,G," 15,222 ", 100 
Fillmore  City of,6/15/2015,126.5,South Coast,57788000,79137021,G," 15,222 ", 100 
Fillmore  City of,5/15/2015,118.2,South Coast,55787000,74452605,G," 15,222 ", 100 
Fillmore  City of,4/15/2015,128.4,South Coast,58625000,61681710,G," 15,222 ", 100 
Fillmore  City of,3/15/2015,114.4,South Coast,54006000,56068104,G," 15,222 ", 100 
Fillmore  City of,2/15/2015,101.9,South Coast,43452000,52045404,G," 15,222 ", 100 
Fillmore  City of,1/15/2015,100.2,South Coast,47271000,54187968,G," 15,222 ", 100 
Fillmore  City of,12/15/2014,87.4,South Coast,41262000,54651386,G," 15,222 ", 100 
Fillmore  City of,11/15/2014,127.9,South Coast,58402000,56119941,G," 15,222 ", 100 
Fillmore  City of,10/15/2014,142.9,South Coast,67437000,71362889,G," 15,222 ", 100 
Fillmore  City of,9/15/2014,160.6,South Coast,73329000,77607265,G," 15,222 ", 100 
Fillmore  City of,8/15/2014,165.9,South Coast,78307000,81377753,G," 15,222 ", 100 
Fillmore  City of,7/15/2014,170.0,South Coast,80208000,86772000,G," 15,222 ", 100 
"Greenfield, City of",11/15/2018,68.7,Central Coast,141,136,AF," 17,898 ", 80 
"Greenfield, City of",10/15/2018,72.3,Central Coast,161.08,170,AF," 17,898 ", 76 
"Greenfield, City of",8/15/2018,88.2,Central Coast,189,192.8,AF," 17,898 ", 80 
"Greenfield, City of",7/15/2018,84.0,Central Coast,192,204,AF," 17,898 ", 75 
"Greenfield, City of",6/15/2018,283.6,Central Coast,188,204,MG," 17,898 ", 81 
"Greenfield, City of",5/15/2018,79.0,Central Coast,173.8,199.9,AF," 17,898 ", 77 
"Greenfield, City of",4/15/2018,72.8,Central Coast,149,181.1,AF," 17,898 ", 81 
"Greenfield, City of",3/15/2018,52.4,Central Coast,112,146.1,AF," 17,898 ", 80 
"Greenfield, City of",2/15/2018,61.9,Central Coast,112.16,109.2,AF," 17,898 ", 85 
"Greenfield, City of",1/15/2018,56.6,Central Coast,115.6,106.1,AF," 17,898 ", 83 
"Greenfield, City of",12/15/2017,80.9,Central Coast,167.09,128.6,AF," 17,898 ", 82 
"Greenfield, City of",11/15/2017,77.4,Central Coast,128.2,136.8,AF," 17,898 ", 99 
"Greenfield, City of",10/15/2017,66.1,Central Coast,146,170,AF," 17,898 ", 77 
"Greenfield, City of",9/15/2017,83.8,Central Coast,176.41,187.5,AF," 17,898 ", 78 
"Greenfield, City of",8/15/2017,87.0,Central Coast,193.84,192.8,AF," 17,898 ", 76 
"Greenfield, City of",7/15/2017,88.2,Central Coast,193,204,AF," 17,898 ", 78 
"Greenfield, City of",6/15/2017,95.6,Central Coast,184.1,204,AF," 17,898 ", 86 
"Greenfield, City of",5/15/2017,84.6,Central Coast,168.319,199.9,AF," 17,898 ", 86 
"Greenfield, City of",4/15/2017,72.3,Central Coast,135.2,181.1,AF," 17,898 ", 88 
"Greenfield, City of",3/15/2017,58.6,Central Coast,114.6,146.1,AF," 17,898 ", 87 
"Greenfield, City of",2/15/2017,47.0,Central Coast,84.03,106,AF," 17,898 ", 86 
"Greenfield, City of",1/15/2017,50.8,Central Coast,98.6,109.1,AF," 17,898 ", 88 
"Greenfield, City of",12/15/2016,49.4,Central Coast,95.4,128.6,AF," 17,898 ", 88 
"Greenfield, City of",11/15/2016,53.9,Central Coast,104.9,136.8,AF," 17,898 ", 85 
"Greenfield, City of",10/15/2016,62.1,Central Coast,129.7,170,AF," 17,898 ", 82 
"Greenfield, City of",9/15/2016,85.4,Central Coast,168.07,187.5,AF," 17,898 ", 84 
"Greenfield, City of",8/15/2016,89.4,Central Coast,170,192.8,AF," 17,898 ", 90 
"Greenfield, City of",7/15/2016,85.8,Central Coast,173.7,204.6,AF," 17,898 ", 84 
"Greenfield, City of",6/15/2016,81.9,Central Coast,162.5,204.6,AF," 17,898 ", 83 
